id,name,category,description,tags
"ms714thbvh","Fluosartan Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","sartan;drops;medicine;treatment"
"tezwox48qb","Pathway Genetic","terms","A clinical term referring to pathway genetic.","term;medical;clinical"
"sllsylix99","Improving Nasal Discharge","symptoms","Patient experiences improving  discharge in the nasal  region.","discharge;symptom;nasal;improving"
"smradq818r","Sudden Pulmonary Chills","symptoms","Patient experiences sudden  chills in the pulmonary  region.","chills;symptom;pulmonary;sudden"
"mwt0dzyx9w","Ketoterol Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","terol;gel;medicine;treatment"
"m5k7tfad5t","Gabavir Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","vir;ointment;medicine;treatment"
"mcko5vy26u","Citaazole Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","azole;powder;medicine;treatment"
"sf9rp01kwv","Improving Cerebral Stiffness","symptoms","Patient experiences improving  stiffness in the cerebral  region.","stiffness;symptom;cerebral;improving"
"sspa2h70ga","Sudden Ocular Weakness","symptoms","Patient experiences sudden  weakness in the ocular  region.","weakness;symptom;ocular;sudden"
"mwaczxjgbe","Lisitidine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","tidine;tablets;medicine;treatment"
"m9877ayjdf","Fentacillin Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","cillin;patch;medicine;treatment"
"mfwsl1uv96","Atodipine Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","dipine;syrup;medicine;treatment"
"d3l9h5rhdy","Primary osteoitis","diseases","A primary  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;itis;disease;primary"
"mlhk8c1xw5","Amimycin Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","mycin;patch;medicine;treatment"
"d7btysck65","Systemic neuromalacia","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;malacia;disease;systemic"
"dw2564iz8r","Genetic keratopenia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;penia;disease;genetic"
"dv5rxk5gu2","Genetic arteriosclerosis","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;sclerosis;disease;genetic"
"d09edb0ykh","Localized pulmomalacia","diseases","A localized  medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;malacia;disease;localized"
"dfm8bkhbii","Benign stomatopathy","diseases","A benign  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;pathy;disease;benign"
"dvqee05tk7","Secondary neuroalgia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;algia;disease;secondary"
"m2jks24u0b","Hydroterol Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","terol;cream;medicine;treatment"
"dopo93n2x9","Congenital encephaloitis","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;itis;disease;congenital"
"dklejnz9lk","Acquired myoosis","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the myo system.","myo;osis;disease;acquired"
"d08vqepgv0","Localized phleborrhexis","diseases","A localized  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;rrhexis;disease;localized"
"mmib5dlcaj","Albuazole Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","azole;drops;medicine;treatment"
"sxio2i53jw","Improving Cervical Nausea","symptoms","Patient experiences improving  nausea in the cervical  region.","nausea;symptom;cervical;improving"
"myansnydoo","Metaazole Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","azole;solution;medicine;treatment"
"smccywc17n","Mild Cerebral Inflammation","symptoms","Patient experiences mild  inflammation in the cerebral  region.","inflammation;symptom;cerebral;mild"
"m1s3oxdvqq","Amipril Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","pril;tablets;medicine;treatment"
"svl5baonw0","Hepatic Burning","symptoms","Patient experiences  burning in the hepatic  region.","burning;symptom;hepatic"
"ss09klyhn5","Sharp Ocular Bleeding","symptoms","Patient experiences sharp  bleeding in the ocular  region.","bleeding;symptom;ocular;sharp"
"sohodakml3","Severe Pulmonary Weakness","symptoms","Patient experiences severe  weakness in the pulmonary  region.","weakness;symptom;pulmonary;severe"
"dyrkvm0112","Idiopathic myopenia","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the myo system.","myo;penia;disease;idiopathic"
"szqurcmkcj","Severe Oral Tingling","symptoms","Patient experiences severe  tingling in the oral  region.","tingling;symptom;oral;severe"
"ddadpw703z","Secondary stomatosclerosis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;sclerosis;disease;secondary"
"m18g2z1szk","Levapril Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","pril;injection;medicine;treatment"
"dpuo5luvgq","Otoemia","diseases","A general medical condition characterized by inflammation or abnormal state of the oto system.","oto;emia;disease"
"m2gf3hukgl","Duraxetine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","xetine;tablets;medicine;treatment"
"smjt9ggnbc","Aural Fatigue","symptoms","Patient experiences  fatigue in the aural  region.","fatigue;symptom;aural"
"dyneeh67np","Genetic rhinomalacia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;malacia;disease;genetic"
"s3omfafaz4","Dull Spinal Dizziness","symptoms","Patient experiences dull  dizziness in the spinal  region.","dizziness;symptom;spinal;dull"
"mfwm4blqnl","Albupril Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","pril;powder;medicine;treatment"
"mx4xo4cc1u","Paroxlol Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","lol;tablets;medicine;treatment"
"s16h3zzprt","Intermittent Renal Tingling","symptoms","Patient experiences intermittent  tingling in the renal  region.","tingling;symptom;renal;intermittent"
"ds4mgatrtf","Primary myeloplasia","diseases","A primary  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;plasia;disease;primary"
"m1rjl294ww","Ibufloxin Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","floxin;injection;medicine;treatment"
"d84nqph08q","Fungal arteriopathy","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;pathy;disease;fungal"
"dsrieug8hl","Benign encephaloemia","diseases","A benign  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;emia;disease;benign"
"mueejouaj8","Gabapro Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","pro;tablets;medicine;treatment"
"mnp5se0kxi","Metapro Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","pro;suspension;medicine;treatment"
"mh5gb9i2ii","Amibuterol Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","buterol;inhaler;medicine;treatment"
"m1icrtdgtf","Amiprazole Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","prazole;suspension;medicine;treatment"
"mchfscd76z","Amipril Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","pril;inhaler;medicine;treatment"
"dy0y015nwi","Systemic keratopenia","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;penia;disease;systemic"
"dyznok0pre","Genetic choleoma","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the chole system.","chole;oma;disease;genetic"
"dqbuo6wmcb","Neuroplasia","diseases","A general medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;plasia;disease"
"d1s1utn6z9","Secondary phlebosclerosis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;sclerosis;disease;secondary"
"d2beglc7jx","Congenital neuromegaly","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;megaly;disease;congenital"
"me8y3hotjn","Hydrofloxin Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","floxin;capsules;medicine;treatment"
"tj65xrtof6","Dermal Bacterial","terms","A clinical term referring to dermal bacterial.","term;medical;clinical"
"mcscox1o0v","Sertaxetine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","xetine;tablets;medicine;treatment"
"m8wwa4corj","Paroxsartan Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","sartan;patch;medicine;treatment"
"mwcipebfrl","Metaazole Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","azole;suppository;medicine;treatment"
"sewau80iqi","Thoracic Itching","symptoms","Patient experiences  itching in the thoracic  region.","itching;symptom;thoracic"
"m7hwdh4wej","Ketocillin Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","cillin;drops;medicine;treatment"
"d9xebsx0dl","Secondary rhinoemia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;emia;disease;secondary"
"toijlpnjpj","Localized Pathway","terms","A clinical term referring to localized pathway.","term;medical;clinical"
"dx0i1yspqm","Acute otosclerosis","diseases","A acute  medical condition characterized by inflammation or abnormal state of the oto system.","oto;sclerosis;disease;acute"
"mr8m50ol6v","Bupapro Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","pro;solution;medicine;treatment"
"spp7pmvzz8","Intermittent Oral Pain","symptoms","Patient experiences intermittent  pain in the oral  region.","pain;symptom;oral;intermittent"
"m12xlkkuw2","Gabadipine Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","dipine;inhaler;medicine;treatment"
"m0v0upk84o","Levatidine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","tidine;suppository;medicine;treatment"
"sxg6k5blha","Severe Lumbar Itching","symptoms","Patient experiences severe  itching in the lumbar  region.","itching;symptom;lumbar;severe"
"sn0am13plc","Severe Gastric Dizziness","symptoms","Patient experiences severe  dizziness in the gastric  region.","dizziness;symptom;gastric;severe"
"sroqpyuyjm","Moderate Lumbar Weakness","symptoms","Patient experiences moderate  weakness in the lumbar  region.","weakness;symptom;lumbar;moderate"
"mae9l06wl0","Clindamycin Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","mycin;ointment;medicine;treatment"
"dz41hb23hq","Secondary myeloalgia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;algia;disease;secondary"
"ss0p260d3a","Sudden Pain","symptoms","Patient experiences sudden  pain in the affected region.","pain;symptom;sudden"
"srqbrc5eil","Constant Dizziness","symptoms","Patient experiences constant  dizziness in the affected region.","dizziness;symptom;constant"
"dsa5jnksvp","Autoimmune cardiopathy","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;pathy;disease;autoimmune"
"mfwiyprd66","Cefaazole Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","azole;powder;medicine;treatment"
"t5hqpbnf5t","Hepatic Congenital","terms","A clinical term referring to hepatic congenital.","term;medical;clinical"
"mhqp2v3c4x","Duranib Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","nib;patch;medicine;treatment"
"dw6xiny5a6","Chronic phlebosclerosis","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;sclerosis;disease;chronic"
"sgvoru0fzz","Localized Cerebral Tenderness","symptoms","Patient experiences localized  tenderness in the cerebral  region.","tenderness;symptom;cerebral;localized"
"dem58et8b9","Systemic stomatooma","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;oma;disease;systemic"
"msjkcxcdm6","Albumab Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","mab;suppository;medicine;treatment"
"muekz9cz3s","Levamab Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","mab;syrup;medicine;treatment"
"mf8xr71cb6","Loxafloxin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","floxin;cream;medicine;treatment"
"t4h353r2so","Gastric Localized","terms","A clinical term referring to gastric localized.","term;medical;clinical"
"snr49s7bzg","Improving Gastric Itching","symptoms","Patient experiences improving  itching in the gastric  region.","itching;symptom;gastric;improving"
"msxulwbfn6","Lisidipine Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","dipine;solution;medicine;treatment"
"ms5dwirl9c","Aminib Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","nib;gel;medicine;treatment"
"m2etw92crt","Lisibuterol Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","buterol;powder;medicine;treatment"
"mac20c5fbv","Lisimycin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","mycin;powder;medicine;treatment"
"my746d0910","Atonib Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","nib;cream;medicine;treatment"
"djakola36t","Secondary cholerrhexis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the chole system.","chole;rrhexis;disease;secondary"
"md7qevanmu","Ketocycline Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","cycline;cream;medicine;treatment"
"soewyf1i6k","Intermittent Hepatic Tenderness","symptoms","Patient experiences intermittent  tenderness in the hepatic  region.","tenderness;symptom;hepatic;intermittent"
"msm1l3lfk1","Metaglinide Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","glinide;gel;medicine;treatment"
"t758nfbhiw","Acute Ocular","terms","A clinical term referring to acute ocular.","term;medical;clinical"
"mj84w8wqdj","Simamab Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","mab;patch;medicine;treatment"
"mp7s50jznl","Hydrofloxin Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","floxin;tablets;medicine;treatment"
"md78zka7wf","Amixetine Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","xetine;cream;medicine;treatment"
"mjvokegivm","Paroxstatin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","statin;powder;medicine;treatment"
"dd71uscmjv","Dermaspasm","diseases","A general medical condition characterized by inflammation or abnormal state of the derma system.","derma;spasm;disease"
"mmum9mqfp8","Ibustatin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","statin;cream;medicine;treatment"
"d4e207zzga","Malignant splenoalgia","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;algia;disease;malignant"
"dk283sn88k","Chronic gnathoma","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;oma;disease;chronic"
"svm6cc7b2y","Dull Nausea","symptoms","Patient experiences dull  nausea in the affected region.","nausea;symptom;dull"
"df785ep90q","Chronic endomalacia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the endo system.","endo;malacia;disease;chronic"
"mhpwki1zri","Doxypril Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","pril;injection;medicine;treatment"
"m16td5wn9e","Hydrocillin Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","cillin;inhaler;medicine;treatment"
"m5p851fglj","Levapro Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","pro;cream;medicine;treatment"
"dkk1q7gaa8","Malignant enteroosis","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the entero system.","entero;osis;disease;malignant"
"mwul4ytvhn","Atomycin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","mycin;powder;medicine;treatment"
"sriolrxzzr","Sudden Spinal Fatigue","symptoms","Patient experiences sudden  fatigue in the spinal  region.","fatigue;symptom;spinal;sudden"
"dcjhy4ud14","Bacterial lymphosthenia","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the lympho system.","lympho;sthenia;disease;bacterial"
"dn8jfeij18","Congenital osteorrhexis","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;rrhexis;disease;congenital"
"snhjfyxagg","Dull Aural Numbness","symptoms","Patient experiences dull  numbness in the aural  region.","numbness;symptom;aural;dull"
"sven71lb4z","Throbbing Hepatic Discharge","symptoms","Patient experiences throbbing  discharge in the hepatic  region.","discharge;symptom;hepatic;throbbing"
"txueojgafp","Cardiac Systemic","terms","A clinical term referring to cardiac systemic.","term;medical;clinical"
"sfdr1l09ng","Gradual Spasms","symptoms","Patient experiences gradual  spasms in the affected region.","spasms;symptom;gradual"
"sopp8a5ia7","Severe Pulmonary Discharge","symptoms","Patient experiences severe  discharge in the pulmonary  region.","discharge;symptom;pulmonary;severe"
"sr4bim1zhn","Radiating Oral Inflammation","symptoms","Patient experiences radiating  inflammation in the oral  region.","inflammation;symptom;oral;radiating"
"mgxktilxwi","Cefacycline Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","cycline;ointment;medicine;treatment"
"mbfcwxjvuo","Clindaazole Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","azole;suspension;medicine;treatment"
"typv0wdl5r","Syndrome Oral","terms","A clinical term referring to syndrome oral.","term;medical;clinical"
"dq1cgxxslb","Gnathsclerosis","diseases","A general medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;sclerosis;disease"
"m4u36avbof","Atolol Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","lol;syrup;medicine;treatment"
"dmfyfxk8ef","Systemic hepatooma","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;oma;disease;systemic"
"d3s6kgrvda","Cholerrhexis","diseases","A general medical condition characterized by inflammation or abnormal state of the chole system.","chole;rrhexis;disease"
"s6nsqc65tz","Ocular Bleeding","symptoms","Patient experiences  bleeding in the ocular  region.","bleeding;symptom;ocular"
"m8fh42zrta","Ibumab Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","mab;suspension;medicine;treatment"
"mo5z0ytk6s","Ometidine Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","tidine;ointment;medicine;treatment"
"sp5b7j0mny","Constant Dermal Stiffness","symptoms","Patient experiences constant  stiffness in the dermal  region.","stiffness;symptom;dermal;constant"
"sb77mjoqeo","Throbbing Nasal Inflammation","symptoms","Patient experiences throbbing  inflammation in the nasal  region.","inflammation;symptom;nasal;throbbing"
"dtgavm6pff","Secondary osteosclerosis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;sclerosis;disease;secondary"
"s83439fqir","Intermittent Pelvic Redness","symptoms","Patient experiences intermittent  redness in the pelvic  region.","redness;symptom;pelvic;intermittent"
"mnyo1atcxg","Levaxetine Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","xetine;cream;medicine;treatment"
"s4rx8cf28n","Moderate Thoracic Itching","symptoms","Patient experiences moderate  itching in the thoracic  region.","itching;symptom;thoracic;moderate"
"md1ptc9lq0","Ketodipine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","dipine;tablets;medicine;treatment"
"dw9x8z2eho","Secondary keratoplegia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;plegia;disease;secondary"
"tcoagkq7d4","Chronic Nasal","terms","A clinical term referring to chronic nasal.","term;medical;clinical"
"s2nj9qva0m","Gradual Cardiac Fever","symptoms","Patient experiences gradual  fever in the cardiac  region.","fever;symptom;cardiac;gradual"
"s0kcgd239r","Dull Oral Burning","symptoms","Patient experiences dull  burning in the oral  region.","burning;symptom;oral;dull"
"s6jd1nt9n8","Mild Ocular Nausea","symptoms","Patient experiences mild  nausea in the ocular  region.","nausea;symptom;ocular;mild"
"mtmcr09lxa","Levapril Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","pril;inhaler;medicine;treatment"
"dwqdsltvbz","Myeloplegia","diseases","A general medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;plegia;disease"
"sas9uqswlj","Dull Dermal Stiffness","symptoms","Patient experiences dull  stiffness in the dermal  region.","stiffness;symptom;dermal;dull"
"tdamxqcpau","Bacterial Dermal","terms","A clinical term referring to bacterial dermal.","term;medical;clinical"
"mmdq78s3bn","Levasartan Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","sartan;syrup;medicine;treatment"
"db611knaad","Fungal encephaloalgia","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;algia;disease;fungal"
"m970kspvxz","Loxamab Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","mab;gel;medicine;treatment"
"dl05j5f5zy","Idiopathic keratoitis","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;itis;disease;idiopathic"
"shxhxtv7f4","Thoracic Tingling","symptoms","Patient experiences  tingling in the thoracic  region.","tingling;symptom;thoracic"
"dt6yqm9vag","Autoimmune arterioalgia","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;algia;disease;autoimmune"
"movo06k5ax","Sertastatin Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","statin;ointment;medicine;treatment"
"s3ns2vi8j9","Throbbing Cervical Burning","symptoms","Patient experiences throbbing  burning in the cervical  region.","burning;symptom;cervical;throbbing"
"smuynum09j","Constant Lumbar Itching","symptoms","Patient experiences constant  itching in the lumbar  region.","itching;symptom;lumbar;constant"
"mbrjl66agy","Albusartan Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","sartan;suspension;medicine;treatment"
"mlk0leczy4","Citadipine Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","dipine;injection;medicine;treatment"
"sctg0epebm","Gradual Renal Soreness","symptoms","Patient experiences gradual  soreness in the renal  region.","soreness;symptom;renal;gradual"
"siamwuu13l","Severe Dermal Redness","symptoms","Patient experiences severe  redness in the dermal  region.","redness;symptom;dermal;severe"
"d174sz5dq4","Acute splenoitis","diseases","A acute  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;itis;disease;acute"
"sklikzd6c1","Worsening Ocular Dizziness","symptoms","Patient experiences worsening  dizziness in the ocular  region.","dizziness;symptom;ocular;worsening"
"suilu5lmgf","Throbbing Hepatic Dizziness","symptoms","Patient experiences throbbing  dizziness in the hepatic  region.","dizziness;symptom;hepatic;throbbing"
"dmqrfestxx","Congenital encephalomalacia","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;malacia;disease;congenital"
"ma8xksdkqf","Simamycin Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","mycin;gel;medicine;treatment"
"mu83gnud5k","Doxystatin Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","statin;syrup;medicine;treatment"
"dwvwzzxylt","Secondary gnathitis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;itis;disease;secondary"
"mvpero9t24","Cefacycline Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","cycline;inhaler;medicine;treatment"
"dx33z1889w","Gastroosis","diseases","A general medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;osis;disease"
"m5tihihkux","Albupril Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","pril;syrup;medicine;treatment"
"so28l27c34","Gradual Cardiac Tenderness","symptoms","Patient experiences gradual  tenderness in the cardiac  region.","tenderness;symptom;cardiac;gradual"
"dpl5s7y3gg","Secondary neuroosis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;osis;disease;secondary"
"tb43pgznnm","Pulmonary Autoimmune","terms","A clinical term referring to pulmonary autoimmune.","term;medical;clinical"
"mq5ye3rgmt","Omemycin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","mycin;cream;medicine;treatment"
"mbdsrk8he5","Durasartan Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","sartan;injection;medicine;treatment"
"dok945y3fn","Benign oculoemia","diseases","A benign  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;emia;disease;benign"
"s2088e6cl8","Sudden Lumbar Tenderness","symptoms","Patient experiences sudden  tenderness in the lumbar  region.","tenderness;symptom;lumbar;sudden"
"mzqeerf6zq","Paroxnib Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","nib;inhaler;medicine;treatment"
"dc7kllez0a","Bacterial endomegaly","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the endo system.","endo;megaly;disease;bacterial"
"digydns9wx","Arteriopenia","diseases","A general medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;penia;disease"
"m10p0unl2n","Sertapril Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","pril;injection;medicine;treatment"
"s2anvik2dc","Sharp Ocular Swelling","symptoms","Patient experiences sharp  swelling in the ocular  region.","swelling;symptom;ocular;sharp"
"sj8n9tjzsa","Mild Cervical Tingling","symptoms","Patient experiences mild  tingling in the cervical  region.","tingling;symptom;cervical;mild"
"mudd58vq3v","Fentastatin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","statin;suppository;medicine;treatment"
"tlsdahhe4b","Spinal Acute","terms","A clinical term referring to spinal acute.","term;medical;clinical"
"dkfmwsi87f","Idiopathic hemotrophy","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;trophy;disease;idiopathic"
"dkmv6eawkh","Malignant osteopathy","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;pathy;disease;malignant"
"ms5ur6dtzm","Ibufloxin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","floxin;powder;medicine;treatment"
"di074n2tz2","Idiopathic neuroalgia","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;algia;disease;idiopathic"
"s6b4dvsvqx","Improving Gastric Pain","symptoms","Patient experiences improving  pain in the gastric  region.","pain;symptom;gastric;improving"
"mjpxvv1i0d","Fentacillin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","cillin;cream;medicine;treatment"
"m1gylb55ey","Paroxvir Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","vir;patch;medicine;treatment"
"duzg5xtyr7","Bacterial myeloitis","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;itis;disease;bacterial"
"mg29s4q8wx","Ibustatin Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","statin;tablets;medicine;treatment"
"d4amqb2v39","Fungal arteriosthenia","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;sthenia;disease;fungal"
"m66qom2444","Sertanib Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","nib;drops;medicine;treatment"
"s82d55flrs","Improving Lumbar Soreness","symptoms","Patient experiences improving  soreness in the lumbar  region.","soreness;symptom;lumbar;improving"
"dqce23bbb1","Chronic myeloosis","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;osis;disease;chronic"
"mlsdfw71kf","Citanib Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","nib;suppository;medicine;treatment"
"s9krdeq19z","Radiating Aural Spasms","symptoms","Patient experiences radiating  spasms in the aural  region.","spasms;symptom;aural;radiating"
"mh8rtw8xwt","Bupapril Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","pril;capsules;medicine;treatment"
"m5aqvx6z4g","Lisilol Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","lol;inhaler;medicine;treatment"
"dxm4gihzcp","Acquired otooma","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the oto system.","oto;oma;disease;acquired"
